"id","submitdate","lastpage","startlanguage","D0Q1[SQ001]","D0Q1[SQ004]","D0Q1[SQ005]","D0Q1[SQ006]","D0Q1[SQ007]","D0Q1[SQ008]","D0Q1[SQ009]","D0Q1[SQ010]","D0Q1[SQ003]","D0Q1[SQ014]","D0Q1[SQ002]","D0Q1[SQ011]","D0Q1[SQ012]","D0Q1[SQ013]","D0Q2[0]","D0Q2[1]","D0Q2[2]","D0Q2[3]","D0Q2[4]","D0Q2[5]","D0Q2[6]","D0Q2[7]","D0Q2[8]","D0Q22[9]","D0Q22[10]","D0Q22[11]","D0Q22[12]","D0Q22[13]","D0Q22[14]","D0Q22[15]","D0Q3","D0Q4","D0Q5[1]","D0Q5[2]","D0Q5[3]","D0Q5[4]","D0Q5[5]","D0Q5[6]","D0Q5[7]","D0Q5[8]","D0Q5[9]","D0Q5F[1]","D0Q5F[2]","D0Q5F[3]","D0Q5F[4]","D0Q5F[5]","D0Q5F[6]","D0Q5F[7]","D1Q7","D1Q8","D2Q10","D2Q12","D2Q12[comment]","D0Q13","D0Q13[comment]","D1Q14[1]","D1Q14[2]","D1Q14[3]","D1Q14[4]","D1Q14[5]","D1Q14[6]","D1Q14[7]","D1Q14[other]","D3Q15","D3Q16","D2Q25","D2Q26","D5Q27","D3Q17","D4Q18","D5Q19","D5Q19[comment]","D1Q20","D5Q21","D5Q22[1]","D5Q22[2]","D5Q22[3]","D5Q22[4]","D5Q22[5]","D5Q22[6]","D5Q22[7]","D5Q22[8]","D5Q22[9]","D5Q22[10]","D5Q22[11]","D5Q22[other]","D2Q23","D3Q24","D4Q28","D4Q9[1]","D4Q9[2]","D4Q9[3]","D4Q9[4]","D4Q9[5]","D4Q9[6]","D4Q9[7]","D4Q9[8]","D4Q9[9]","D4Q9[10]","D4Q9[11]","D4Q9[12]","D4Q9[13]","D4Q9[14]","D4Q9[other]","D2Q6","D2Q6[comment]","D2Q11[1]","D2Q11[2]","D2Q11[3]","D2Q11[4]","D2Q11[5]","D2Q11[6]","D4Q29","Demo1","Demo2","Demo3","Demo3[other]","Demo4","Demo4[other]","Demo5","Demo6","Demo7","Other1","interviewtime","groupTime765","D0Q1Time","D0Q2Time","D0Q22Time","D0Q3Time","D0Q4Time","D0Q5Time","D0Q5FTime","groupTime766","D1Q7Time","D1Q8Time","D2Q10Time","D2Q12Time","D0Q13Time","groupTime768","D1Q14Time","D3Q15Time","D3Q16Time","D2Q25Time","D2Q26Time","D5Q27Time","groupTime769","D3Q17Time","D4Q18Time","D5Q19Time","D1Q20Time","D5Q21Time","D5Q22Time","D2Q23Time","D3Q24Time","groupTime771","D4Q28Time","D4Q9Time","D2Q6Time","D2Q11Time","D4Q29Time","groupTime772","Demo1Time","Demo2Time","Demo3Time","Demo4Time","Demo5Time","Demo6Time","Demo7Time","Other1Time"
"246","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","5","3","1","5","2","1","3","5","3","1","1","1","5","1","","5","5","5","2","3","5","Nutze ich nicht","1","Nutze ich nicht","5","5","3","Nutze ich nicht","1","5","Nutze ich nicht","Ja","Ja","2","Ja","Bing, Yahoo, Metagear,","Ja","Liefert die besten Ergebnisse, die Werbung ist nicht so aufdringlich und die Struktur der Sucherergbnisse (URL, Beschreibung, Fettschrift der Suchwörter) finde ich gut.","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Media Agenturen","Nein","","","","","Nein","Ja","","","Ja","Nein","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","","3","3","2","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","","Nein","","4","1","3","3","5","1","3","männlich","30.0000000000","Bachelor/Master/Diplom","","Berufstätig","","4","2","Nein","","540.46","145.47","","","","","","","","129.79","","","","","","75.13","","","","","","","44.16","","","","","","","","","98.62","","","","","","47.29","","","","","","","",""
"247","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","5","4","5","1","4","2","5","1","1","1","4","3","1","1","1","2","1","","5","4","4","Nutze ich nicht","4","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","2","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","Ja","Ja","2","Ja","","Ja","","Ja","Ja","Ja","Nein","Ja","Nein","Nein","","Weiß nicht","","","","","Nein","Weiß nicht","","","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","2","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Ja","Nein","Nein","Ja","Ja","Ja","Ja","","Nein","","2","2","2","2","4","2","4","weiblich","26.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","2","Nein","","246.67","90.47","","","","","","","","29.56","","","","","","16.9","","","","","","","31.44","","","","","","","","","52.58","","","","","","25.72","","","","","","","",""
"250","1980-01-01 00:00:00","6","de","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","5","1","3","1","1","1","4","1","1","1","1","3","2","1","1","1","1","","5","Nutze ich nicht","4","Nutze ich nicht","Nutze ich nicht","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","web.de suche","Ja","ist einfach im startfenster und bringt ausserdem die übersichtlichsten und treffendsten ergebnisse","Ja","Ja","Ja","Ja","Ja","Ja","Ja","alles was geht","Ja","passende suchergebnisse","","","","Nein","Weiß nicht","","","Weiß nicht","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","1","3","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","","Weiß nicht","","1","1","1","1","1","1","4","weiblich","51.0000000000","Realschulabschluss","","Berufstätig","","2","1","Nein","","377.22","122.95","","","","","","","","57.97","","","","","","49.61","","","","","","","32.55","","","","","","","","","68.11","","","","","","46.03","","","","","","","",""
"251","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","3","1","1","4","1","3","1","1","1","1","2","2","1","1","1","2","Privat, Youtube-Kanal","5","1","Nutze ich nicht","Nutze ich nicht","5","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","Yahoo, Bing","Ja","Einfach, schnell, präzise, bekannt","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Ja","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","3","2","3","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","1","1","1","1","4","1","4","männlich","24.0000000000","Abitur/Fachabitur","","Student/-in","","3","3","Nein","","345.74","153.01","","","","","","","","52.6","","","","","","15.3","","","","","","","40.61","","","","","","","","","52.63","","","","","","31.59","","","","","","","",""
"252","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","3","1","1","1","4","1","3","1","1","1","1","3","1","1","1","1","1","","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","4","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","3","Ja","Bing
Safari","Ja","Manchmal bessere Ergebnisse","Ja","Nein","Ja","Nein","Nein","Nein","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","3","3","2","Ja","Ja","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","Nein","","3","1","3","3","3","1","3","weiblich","51.0000000000","Abitur/Fachabitur","","Berufstätig","","3","3","Nein","","850.53","239.42","","","","","","","","218.68","","","","","","79.55","","","","","","","109.82","","","","","","","","","138.66","","","","","","64.4","","","","","","","",""
"253","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","4","4","4","1","3","1","3","1","1","1","1","2","3","1","1","1","1","","5","5","5","Nutze ich nicht","3","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Weiß nicht","1","Ja","yahoo","Ja","Ja, man findet immer was man sucht.
Über CyberGhost oder ähnliche Dienste ist anonymes surfen auch bei Google möglich.","Ja","Nein","Nein","Nein","Ja","Ja","Nein","NSA","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","1","1","Nein","Ja","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","","1","1","1","1","2","1","4","männlich","25.0000000000","Abitur/Fachabitur","","Student/-in","","3","3","Nein","","710.32","219.23","","","","","","","","169.72","","","","","","46.06","","","","","","","76.03","","","","","","","","","111.06","","","","","","88.22","","","","","","","",""
"254","1980-01-01 00:00:00","6","de","Nein","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","4","4","2","3","1","3","2","1","1","1","2","1","1","1","2","1","","5","3","5","1","3","3","Nutze ich nicht","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","Ja","Ja","2","Ja","bing, yahoo","Ja","einfacher, übersichtlicher, besser entwickelt","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Weiß nicht","","","","","Nein","Weiß nicht","","","Weiß nicht","Nein","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","","2","2","3","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Nein","","Nein","","3","1","2","2","4","4","3","männlich","24.0000000000","Abitur/Fachabitur","","Student/-in","","2","2","Nein","","421.81","145.97","","","","","","","","98.58","","","","","","22.76","","","","","","","45.96","","","","","","","","","61.21","","","","","","47.33","","","","","","","",""
"255","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","4","1","1","1","3","1","2","1","1","1","1","3","1","1","1","1","0","","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Weiß nicht","Ja","3","Weiß nicht","","","","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","Nein","","","","","Weiß nicht","","","","Weiß nicht","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","3","3","1","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Ja","Ja","Nein","","Nein","","3","1","3","2","1","1","5","weiblich","56.0000000000","Abitur/Fachabitur","","Berufstätig","","1","2","Nein","","3843.8","346.33","","","","","","","","38.71","","","","","","39.59","","","","","","","3213.01","","","","","","","","","112.35","","","","","","93.81","","","","","","","",""
"256","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","1","1","5","1","4","1","3","1","1","3","1","1","2","1","1","4","1","","Nutze ich nicht","Nutze ich nicht","5","Nutze ich nicht","5","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","4","Nutze ich nicht","Ja","Ja","1","Ja","Startpage.com (nutze ich derzeit)
DuckDuckGo.com (habe ich mal verwendet)","Nein","","Ja","Ja","Ja","Nein","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Nein","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","1","2","2","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","Ja","Die Snowden Leaks haben mich erkennen lassen, dass keine große Firma wie Google daran interessiert ist, meine Daten diskret zu behandeln.
Darunter eben halt auch Google.","2","1","1","1","1","2","4","männlich","16.0000000000","Sonstiges","Auf dem Weg zum Abi","Sonstiges","Schüler","4","4","Nein","Freundlich, dass Sie SSL anbieten :)","666.83","147.69","","","","","","","","212.94","","","","","","32.6","","","","","","","44.98","","","","","","","","","131.7","","","","","","96.92","","","","","","","",""
"257","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","1","3","1","3","1","1","3","1","3","2","1","1","4","1","","4","4","4","Nutze ich nicht","3","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","2","2","Nutze ich nicht","2","Nutze ich nicht","Ja","Ja","3","Ja","Bing, Duckduckgo","Ja","Hat die besten Ergebnisse","Ja","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","","","","Nein","Ja","","","Nein","Ja","Ja","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","2","1","2","Ja","Ja","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Ja","Nein","Ja","Ja","Nein","","Nein","","1","1","1","2","1","3","2","weiblich","26.0000000000","Abitur/Fachabitur","","Student/-in","","5","4","Nein","","265.94","97.13","","","","","","","","43.99","","","","","","14.88","","","","","","","31.22","","","","","","","","","51.92","","","","","","26.8","","","","","","","",""
"258","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","5","1","4","2","1","1","1","1","1","2","4","1","1","3","1","","5","1","5","Nutze ich nicht","5","2","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","4","Nutze ich nicht","4","Nutze ich nicht","Ja","Ja","2","Ja","","Ja","","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","3","5","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Ja","Ja","Nein","","Ja","Snowdens coming out","4","1","2","3","4","2","4","N/A","18.0000000000","Abitur/Fachabitur","","Student/-in","","5","2","Nein","","589.17","152.75","","","","","","","","60.51","","","","","","26.83","","","","","","","31.93","","","","","","","","","163.98","","","","","","153.17","","","","","","","",""
"259","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","4","5","4","2","2","3","1","1","2","3","1","2","2","1","3","2","Ein Account mit mit falschem Namen.","5","4","4","2","2","3","1","Nutze ich nicht","Nutze ich nicht","1","2","1","2","1","3","Nutze ich nicht","Ja","Ja","2","Ja","Bing
DuckDuckGo
Startpage
Ask
Yahoo","Ja","beste Suchergebnisse mit Google Suche","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Ja","","","","","Nein","Nein","","","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Nein","Nein","Nein","Nein","","3","3","2","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","2","2","3","3","2","2","2","männlich","20.0000000000","Abitur/Fachabitur","","Student/-in","","5","4","Nein","","810.26","337.76","","","","","","","","204.99","","","","","","90.6","","","","","","","49.28","","","","","","","","","85.24","","","","","","42.39","","","","","","","",""
"260","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","5","5","2","5","1","4","3","4","2","4","4","3","5","1","","5","4","5","5","5","5","3","Nutze ich nicht","4","4","4","3","4","4","4","4","Ja","Ja","5","Ja","Bing yahoo","Ja","Funktioniert besser ","Ja","Nein","Nein","Ja","Ja","Ja","Nein","","Ja","Einfaches finden von allem ","","","","Nein","Nein","","","Ja","Weiß nicht","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Ja","Ja","Ja","","5","5","3","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Ja","Ja","Ja","Ja","","Nein","","4","3","3","5","4","5","2","männlich","17.0000000000","Realschulabschluss","","Student/-in","","5","4","Nein","","373.05","113.64","","","","","","","","46.65","","","","","","54.22","","","","","","","57.19","","","","","","","","","69.39","","","","","","31.96","","","","","","","",""
"261","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","4","3","5","1","4","1","3","1","1","2","1","2","2","2","1","2","mehr als 2","Spammail","4","3","5","Nutze ich nicht","5","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","1","1","1","2","Nutze ich nicht","Ja","Ja","1","Ja","https://duckduckgo.com/","Ja","Bessere Suchergebnisse","Nein","Nein","Ja","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Ja","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","","1","2","2","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","Ja","NSA Affäre","2","1","2","1","3","2","5","männlich","28.0000000000","Bachelor/Master/Diplom","","Student/-in","","5","4","Ja","","358.55","132.56","","","","","","","","59.03","","","","","","25.59","","","","","","","39.58","","","","","","","","","65.09","","","","","","36.7","","","","","","","",""
"262","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","4","1","1","1","4","1","3","1","1","2","1","3","2","3","1","1","1","","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","4","2","3","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","Yahoo
DuckDuckGo
Bing","Ja","übersichtlich, schnell
(Ergebnisse waren früher besser, v.a. bei recht spezifischen Anfragen)","Ja","Ja","Ja","Nein","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","2","1","1","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","","Ja","Einführung von Chrome; AGB, die Mitlesen von Mails erlaubt; Übernahme von EtherPad","2","1","4","2","3","1","3","männlich","26.0000000000","Bachelor/Master/Diplom","","Student/-in","","4","3","Ja","","633.12","172.22","","","","","","","","140.82","","","","","","28.74","","","","","","","57.6","","","","","","","","","198.47","","","","","","35.27","","","","","","","",""
"263","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","4","5","5","3","2","3","2","2","3","2","2","2","1","1","3","2","x","5","5","5","5","5","5","1","2","2","4","1","2","3","1","3","Nutze ich nicht","Ja","Ja","3","Ja","duckduckgo
bing","Ja","beste","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","","","","","Nein","Ja","","","Ja","Nein","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Ja","Nein","","4","3","2","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Nein","","Ja","nsa","1","1","1","1","1","1","3","männlich","35.0000000000","Realschulabschluss","","Nicht Berufstätig","","4","2","Nein","","458.09","171.9","","","","","","","","126.66","","","","","","18.8","","","","","","","41.21","","","","","","","","","66.08","","","","","","33.44","","","","","","","",""
"264","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","5","4","4","5","1","4","4","5","3","2","1","2","4","mehr als 2","Accounts für Firma und Verein ","5","2","3","2","2","3","2","Nutze ich nicht","1","2","2","2","2","1","2","Nutze ich nicht","Ja","Ja","4","Ja","Bing
Yahoo
(startpage)","Ja","Liefert beste Ergebnisse ","Nein","Nein","Nein","Nein","Nein","Nein","Ja","","Ja","Bessere Suchergebnisse. Nötig für viele Funktionen (Kalender, etc)","Ja","Ja","Ja","Nein","Nein","","","Nein","Nein","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Ja","Ja","Ja","","5","4","3","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Ja","","Ja","Regelmäßige positive Berichterstattung, transparency reports","3","3","3","4","3","2","2","männlich","21.0000000000","Bachelor/Master/Diplom","","Student/-in","","5","4","Ja","Unterscheidung zwischen Wissens und meinungsfragen nicht immer ganz klar! ","533.07","153.08","","","","","","","","52.23","","","","","","94.59","","","","","","","59.14","","","","","","","","","99.11","","","","","","74.92","","","","","","","",""
"265","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","4","5","5","4","4","3","2","1","3","3","4","1","3","1","2","4","1","","4","4","5","5","5","Nutze ich nicht","1","Nutze ich nicht","1","2","3","Nutze ich nicht","2","Nutze ich nicht","3","1","Ja","Ja","4","Ja","Duckduckgo ","Ja","Duckduckgo wird als haupt-suche benutzt und dann gegebenfalls !g benutzt zur Google Suche. ","Nein","Nein","Nein","Nein","Nein","Ja","Ja","","Ja","Da ich oft nach computer teilen Suche, findet Google schneller die links die ich haben möchte als z. B. Duckduckgo. ","Nein","","","Nein","Weiß nicht","","","Weiß nicht","Nein","Nein","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","","4","3","2","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Ja","","Weiß nicht","","4","1","2","4","3","2","3","männlich","17.0000000000","Realschulabschluss","","In Ausbildung","","5","2","Nein","","544.34","146.73","","","","","","","","95.47","","","","","","110.14","","","","","","","61.67","","","","","","","","","70.74","","","","","","59.59","","","","","","","",""
"266","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","5","2","3","3","1","3","4","4","3","4","5","2","4","mehr als 2","Jede Adresse für seinen Zweck. Einmal privat, einmal ""offiziell"" und ein mittlerweile stillgelegtes für organisatorisches während der Schulzeit. ","5","5","5","5","2","2","3","Nutze ich nicht","3","4","4","2","4","4","3","2","Ja","Ja","4","Ja","Bing, Yahoo, Ask, blinde kuh","Ja","Kein bloat auf der Startseite, einfach nur eine Suche mit hoher Nutzerfreundlichkeit. ","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Werbepartner, Tochterfirmen","Ja","Im Allgemeinen ermögliche ich den klugen Köpfen hinter Google, dass sie durch Verwertung meiner Daten ihre Services verbessert. Ganz genau so, wie die Angaben in dieser Umfrage einer Bachelor Arbeit helfen. 
Darüber hinaus ist das nunmal der Preis den ich für diese, ansonsten kostenlosen, mehr oder weniger guten, Services zahlen muss. Geschenkt bekommt man nichts.","Ja","Weiß nicht","","Nein","Ja","","","Ja","Nein","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","","4","4","1","Ja","Ja","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Nein","Ja","","Nein","","3","2","4","4","3","4","3","männlich","19.0000000000","Abitur/Fachabitur","","Student/-in","","4","4","Nein","Gelungene Umfrage, die auch einen selbst hinterfragen lassen kann, was man mit seinen Daten so tut.","1292.99","343.58","","","","","","","","172.2","","","","","","369.7","","","","","","","66.07","","","","","","","","","118.86","","","","","","222.58","","","","","","","",""
"267","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","1","2","5","1","5","1","1","1","1","1","2","1","1","1","1","","5","Nutze ich nicht","Nutze ich nicht","3","4","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Nein","2","Ja","DuckDuckGo
Yahoo
Bing","Ja","Beste Ergebnisse, vertraut","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","","","","Nein","Ja","","","Ja","Weiß nicht","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","3","2","2","Ja","Ja","Ja","Nein","Nein","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Weiß nicht","","2","2","2","2","4","3","4","männlich","25.0000000000","Abitur/Fachabitur","","Student/-in","","3","3","Nein","","402.84","100.55","","","","","","","","58.58","","","","","","45.56","","","","","","","45.2","","","","","","","","","104.8","","","","","","48.15","","","","","","","",""
